Henthorn,Hodder Place,Whalley Weir,New Jumbles Rock,Samlesbury
5.13,3.74,4.64,13.0,14.5
5.13,3.78,4.57,13.0,14.5
5.13,3.85,4.59,12.9,14.4
5.13,3.87,4.62,12.8,14.4
5.11,3.91,4.59,12.8,14.4
5.08,3.94,4.64,12.9,14.4
5.02,3.96,4.66,12.9,14.4
5.02,4.0,4.71,12.9,14.2
5.02,4.03,4.71,13.0,14.2
4.99,4.07,4.81,13.0,14.2
5.02,4.09,4.69,13.0,14.2
4.99,4.14,4.69,13.0,14.2
4.99,4.16,4.59,13.0,14.2
4.99,4.16,4.57,13.0,14.2
4.99,4.19,4.57,13.3,14.2
5.02,4.23,4.57,13.3,14.2
5.02,4.23,4.49,13.2,14.2
4.99,4.23,4.52,13.2,14.3
4.99,4.26,4.57,13.2,14.4
4.99,4.26,4.54,13.2,14.4
4.96,4.26,4.54,13.1,14.4
4.96,4.26,4.47,13.1,14.4
4.93,4.26,4.49,13.1,14.4
4.9,4.26,4.42,13.2,14.5
4.9,4.26,4.47,13.2,14.5
4.87,4.3,4.49,13.1,14.5
4.84,4.33,4.54,13.0,14.5
4.82,4.38,4.47,13.0,14.6
4.82,4.4,4.4,13.0,14.6
4.82,4.45,4.35,13.0,14.6
4.82,4.47,4.31,13.0,14.6
4.82,4.5,4.42,13.2,14.7
4.84,4.5,4.49,13.3,14.7
4.87,4.5,4.49,13.2,14.8
4.87,4.5,4.54,13.3,14.9
4.93,4.5,4.57,13.3,14.9
4.99,4.5,4.64,13.4,15.0
4.99,4.5,4.81,13.5,15.0
4.99,4.5,5.17,13.5,15.2
5.02,4.5,5.54,13.5,15.3
5.02,4.52,5.84,13.6,15.3
5.02,4.52,6.04,13.8,15.4
5.11,4.52,6.24,14.0,15.4
5.19,4.52,6.51,14.3,15.4
5.22,4.52,6.75,14.6,15.4
5.28,4.52,6.9,14.8,15.4
5.31,4.55,7.09,15.1,15.4
5.4,4.57,7.15,15.5,15.5
5.4,4.64,7.06,15.9,15.6
5.31,4.72,7.06,16.1,15.6
5.25,4.82,7.18,16.3,15.8
5.19,4.95,7.28,16.4,15.8
5.19,5.18,7.31,16.5,16.0
5.19,5.45,7.31,16.5,16.1
5.19,5.73,7.15,16.6,16.2
5.22,5.99,6.99,16.7,16.3
5.19,6.19,6.72,16.8,16.4
5.22,6.34,6.6,17.1,16.4
5.28,6.49,6.45,17.2,16.5
5.34,6.67,6.33,17.4,16.6
5.4,6.86,6.21,17.5,16.6
5.4,7.21,6.07,17.5,16.7
5.43,7.57,5.96,17.6,16.8
5.43,7.91,5.9,17.7,16.9
5.46,8.15,5.84,17.8,17.0
5.49,8.29,5.73,17.9,17.2
5.49,8.36,5.81,18.2,17.4
5.52,8.43,5.84,18.5,17.7
5.52,8.43,5.65,18.7,17.9
5.52,8.47,5.68,18.8,18.2
5.49,8.47,5.73,18.9,18.4
5.52,8.47,5.65,18.9,18.7
5.55,8.54,5.73,19.0,18.9
5.59,8.54,5.7,18.9,19.2
5.65,8.54,5.65,19.0,19.3
5.74,8.54,5.73,19.0,19.5
5.86,8.5,5.68,19.1,19.6
5.96,8.43,5.59,19.2,19.8
6.05,8.4,5.65,19.2,19.9
6.18,8.33,5.65,19.2,20.1
6.24,8.29,5.57,19.2,20.3
6.37,8.15,5.62,19.3,20.4
6.47,8.08,5.68,19.4,20.5
6.57,7.94,5.54,19.4,20.7
6.74,7.88,5.62,19.4,20.8
6.94,7.81,5.57,19.4,21.0
7.07,7.71,5.35,19.5,21.1
7.24,7.61,5.84,19.5,21.3
7.38,7.57,5.41,19.7,21.3
7.56,7.47,5.57,19.8,21.5
7.7,7.37,5.57,19.8,21.6
7.88,7.28,5.57,19.9,21.7
8.05,7.21,5.49,20.0,21.7
8.2,7.15,5.46,20.0,21.9
8.38,7.08,5.49,20.1,21.9
8.57,6.99,5.38,20.2,21.9
8.72,6.92,5.65,20.3,22.0
8.83,6.83,6.13,20.4,22.1
8.98,6.77,6.78,20.5,22.1
9.06,6.71,8.13,20.6,22.1
9.13,6.61,8.94,20.7,22.2
9.25,6.55,9.86,21.2,22.2
9.36,6.49,10.4,21.8,22.4
9.4,6.4,11.3,22.8,22.4
9.48,6.34,12.2,23.8,22.5
9.52,6.28,12.4,24.8,22.6
9.6,6.19,12.4,25.5,22.7
9.68,6.16,12.4,26.2,22.9
9.79,6.07,12.0,26.7,23.0
9.83,6.02,11.6,27.0,23.0
9.91,5.96,11.7,27.1,23.2
9.91,5.9,12.0,27.1,23.2
9.91,5.84,12.3,26.9,23.3
9.95,5.79,12.2,26.7,23.5
9.91,5.76,12.1,26.8,23.5
9.87,5.7,12.5,26.9,23.7
9.91,5.65,13.8,26.9,23.7
9.95,5.59,14.9,26.8,23.8
10.0,5.56,15.3,26.8,24.0
10.1,5.51,15.1,27.3,24.3
10.1,5.48,14.6,28.2,24.6
10.0,5.4,14.0,28.9,25.1
9.95,5.37,13.4,29.1,25.7
9.91,5.32,12.7,29.0,26.4
9.87,5.29,12.2,28.4,27.1
9.75,5.26,11.7,27.9,27.7
9.68,5.21,11.2,27.3,28.3
9.64,5.18,10.8,26.8,28.7
9.56,5.13,10.5,26.2,29.2
9.48,5.1,10.2,25.6,29.5
9.44,5.08,9.9,25.2,29.7
9.4,5.03,9.68,24.9,29.8
9.36,5.0,9.38,24.4,29.9
9.36,4.95,9.12,24.0,30.1
9.25,4.92,8.94,23.7,30.2
9.25,4.9,8.8,23.4,30.3
9.17,4.87,8.62,23.1,30.6
9.13,4.85,8.44,22.9,30.8
9.09,4.82,8.27,22.6,31.0
9.06,4.77,8.17,22.4,31.1
8.98,4.74,8.0,22.1,31.2
8.94,4.74,7.93,22.0,31.2
8.87,4.69,7.86,21.8,31.1
8.79,4.67,7.76,21.5,30.8
8.72,4.67,7.63,21.3,30.6
8.68,4.64,7.53,21.1,30.3
8.6,4.59,7.5,21.0,29.8
8.57,4.57,7.44,20.7,29.6
8.53,4.55,7.28,20.6,29.2
8.46,4.52,7.21,20.3,28.8
8.46,4.5,7.15,20.2,28.4
8.35,4.5,7.03,20.1,28.1
8.31,4.47,6.96,19.9,27.6
8.31,4.42,6.9,19.8,27.4
8.24,4.4,6.87,19.6,27.1
8.24,4.4,6.81,19.4,26.7
8.2,4.38,6.66,19.3,26.5
8.16,4.35,6.75,19.2,26.2
8.13,4.33,6.66,19.1,25.9
8.09,4.33,6.66,19.0,25.9
8.05,4.3,6.57,18.8,25.6
8.05,4.28,6.51,18.8,25.4
8.02,4.26,6.48,18.7,25.2
8.02,4.23,6.33,18.5,24.9
7.95,4.23,6.54,18.5,24.6
7.95,4.23,6.24,18.4,24.4
7.91,4.23,6.3,18.3,24.3
7.88,4.16,6.16,18.3,24.0
7.8,4.19,6.24,18.2,23.9
7.77,4.16,6.16,18.1,23.7
7.73,4.14,6.16,17.9,23.3
7.7,4.12,6.07,17.9,23.2
7.7,4.14,6.16,17.8,23.2
7.66,4.12,6.01,17.7,22.9
7.59,4.07,5.93,17.6,22.8
7.56,4.07,6.1,17.5,22.6
7.56,4.07,6.13,17.4,22.5
7.49,4.03,5.93,17.3,22.4
7.49,4.05,5.96,17.2,22.2
7.45,4.03,5.9,17.2,22.1
7.42,4.0,5.96,17.2,21.9
7.31,4.03,6.13,17.1,21.7
7.31,3.98,5.93,17.0,21.6
7.24,3.98,5.96,16.8,21.5
7.24,3.98,5.96,16.7,21.5
7.21,3.96,6.13,16.7,21.3
7.18,3.96,6.18,16.7,21.3
7.11,3.94,6.01,16.7,21.1
7.07,3.94,6.07,16.7,21.0
7.0,3.94,6.01,16.7,20.9
6.97,3.94,5.96,16.7,20.8
6.94,3.91,5.96,16.5,20.7
6.9,3.91,5.87,16.5,20.6
6.87,3.89,5.9,16.4,20.5
6.84,3.87,5.84,16.3,20.4
6.77,3.87,5.84,16.3,20.3
6.77,3.85,5.84,16.2,20.2
6.74,3.85,5.84,16.2,20.1
6.7,3.85,5.84,16.1,20.1
6.64,3.82,5.79,15.9,19.9
6.64,3.82,5.81,15.9,19.9
6.6,3.8,5.68,15.9,19.8
6.6,3.78,5.65,15.9,19.6
6.54,3.78,5.65,15.8,19.6
6.5,3.78,5.65,15.7,19.5
6.47,3.78,5.62,15.6,19.4
6.47,3.76,5.62,15.5,19.4
6.44,3.76,5.57,15.4,19.3
6.41,3.74,5.62,15.4,19.2
6.37,3.71,5.57,15.3,19.2
6.31,3.69,5.43,15.3,19.1
6.31,3.69,5.46,15.1,19.0
6.28,3.69,5.51,15.1,19.0
6.24,3.69,5.43,15.1,18.9
6.21,3.67,5.38,15.1,18.8
6.21,3.67,5.38,15.0,18.7
6.18,3.65,5.38,14.8,18.7
6.15,3.63,5.35,14.8,18.6
6.12,3.63,5.35,14.8,18.6
6.08,3.63,5.46,14.8,18.4
6.05,3.61,5.27,14.6,18.4
6.05,3.61,5.27,14.6,18.3
6.05,3.61,5.25,14.5,18.2
6.05,3.59,5.19,14.5,18.1
6.02,3.56,5.19,14.5,18.0
5.96,3.56,5.17,14.4,18.0
5.96,3.56,5.17,14.4,18.0
5.96,3.54,5.17,14.3,17.9
5.93,3.54,5.09,14.3,17.8
5.86,3.54,5.07,14.2,17.7
5.86,3.54,5.01,14.1,17.6
5.86,3.54,5.07,14.1,17.6
5.83,3.52,4.96,14.1,17.4
5.83,3.52,4.94,14.0,17.4
5.77,3.5,4.91,14.0,17.3
5.77,3.5,4.86,13.9,17.2
5.77,3.48,4.84,13.8,17.2
5.74,3.48,4.74,13.8,17.0
5.74,3.48,4.76,13.8,17.0
5.74,3.48,4.71,13.7,16.9
5.71,3.46,4.69,13.6,16.9
5.71,3.46,4.66,13.5,16.8
5.68,3.46,4.64,13.5,16.7
5.65,3.44,4.64,13.4,16.6
5.62,3.44,4.59,13.4,16.6
5.62,3.42,4.59,13.3,16.6
5.62,3.42,4.59,13.3,16.5
5.62,3.42,4.57,13.2,16.4
5.59,3.42,4.52,13.2,16.4
5.55,3.42,4.62,13.1,16.3
5.55,3.4,4.47,13.0,16.2
5.52,3.4,4.49,13.0,16.2
5.49,3.4,4.49,13.0,16.2
5.49,3.4,4.49,13.0,16.1
5.46,3.38,4.35,13.0,16.0
5.43,3.38,4.47,13.0,16.0
5.43,3.38,4.26,12.9,15.9
5.4,3.38,4.33,12.8,15.8
5.4,3.36,4.35,12.8,15.8
5.43,3.38,4.19,12.8,15.8
5.4,3.34,4.4,12.7,15.7
5.4,3.34,4.31,12.7,15.6
5.4,3.34,4.35,12.5,15.5
5.4,3.34,4.31,12.5,15.4
5.43,3.34,4.31,12.5,15.4
5.46,3.32,4.33,12.5,15.4
5.52,3.34,4.33,12.5,15.3
5.49,3.32,4.33,12.5,15.2
5.52,3.29,4.38,12.5,15.1
5.52,3.29,4.4,12.5,15.0
5.55,3.27,4.47,12.5,15.0
5.59,3.27,4.33,12.6,15.0
5.62,3.29,4.4,12.6,14.9
5.62,3.27,4.35,12.7,14.8
5.62,3.27,4.42,12.7,14.8
5.62,3.27,4.4,12.8,14.8
5.62,3.27,4.35,12.8,14.7
5.62,3.27,4.33,12.8,14.7
5.62,3.25,4.35,12.8,14.6
5.62,3.25,4.31,12.8,14.6
5.59,3.25,4.31,12.8,14.6
5.55,3.23,4.33,12.8,14.6
5.55,3.23,4.35,12.8,14.5
5.52,3.23,4.35,12.7,14.4
5.52,3.21,4.31,12.7,14.4
5.49,3.19,4.31,12.6,14.3
5.49,3.19,4.35,12.5,14.2
5.43,3.18,4.33,12.5,14.2
5.4,3.18,4.35,12.5,14.2
5.4,3.18,4.35,12.5,14.2
5.34,3.18,4.28,12.5,14.2
5.34,3.16,4.33,12.4,14.2
5.31,3.14,4.35,12.4,14.2
5.31,3.14,4.33,12.4,14.2
5.28,3.14,4.31,12.3,14.2
5.25,3.14,4.26,12.3,14.2
5.25,3.12,4.26,12.3,14.2
5.28,3.12,4.24,12.3,14.2
5.22,3.12,4.24,12.3,14.2
5.25,3.12,4.26,12.2,14.2
5.22,3.1,4.21,12.1,14.2
5.19,3.08,4.17,12.1,14.2
5.19,3.08,4.17,12.1,14.2
5.19,3.06,4.14,12.1,14.2
5.16,3.06,4.14,12.0,14.2
5.13,3.06,4.12,12.0,14.2
5.11,3.06,4.19,12.0,14.2
5.11,3.06,4.1,11.9,14.2
5.08,3.06,4.08,11.9,14.2
5.05,3.04,4.08,11.8,14.1
5.02,3.04,4.05,11.8,14.1
4.99,3.04,4.08,11.8,14.1
4.99,3.04,4.08,11.7,14.0
4.93,3.02,4.03,11.7,14.0
4.9,3.0,4.01,11.6,14.0
4.9,3.0,4.01,11.5,14.0
4.87,3.0,4.01,11.5,14.0
4.87,3.0,3.94,11.5,13.8
4.82,3.0,3.94,11.5,13.8
4.82,2.98,3.99,11.4,13.8
4.82,2.98,3.88,11.4,13.8
4.82,2.98,3.9,11.3,13.7
4.79,2.98,3.9,11.3,13.7
4.76,2.98,3.9,11.3,13.6
4.73,2.98,3.83,11.3,13.6
4.73,2.98,3.9,11.2,13.6
4.7,2.96,3.72,11.1,13.6
4.7,2.94,3.79,11.1,13.5
4.7,2.94,3.77,11.1,13.5
4.7,2.94,3.7,11.1,13.4
4.67,2.94,3.72,11.0,13.4
4.7,2.94,3.7,10.9,13.3
4.67,2.92,3.7,10.9,13.3
4.64,2.92,3.72,10.9,13.2
4.64,2.92,3.68,10.9,13.2
4.62,2.92,3.68,10.9,13.2
4.62,2.92,3.64,10.8,13.1
4.62,2.92,3.64,10.8,13.1
4.59,2.92,3.58,10.8,13.0
4.59,2.92,3.64,10.7,13.0
4.59,2.92,3.56,10.7,12.9
4.59,2.92,3.53,10.7,12.9
4.53,2.92,3.6,10.6,12.9
4.53,2.91,3.56,10.6,12.8
4.53,2.91,3.51,10.6,12.7
4.53,2.91,3.53,10.5,12.7
4.53,2.91,3.49,10.5,12.6
4.53,2.91,3.47,10.5,12.6
4.53,2.91,3.49,10.5,12.5
4.51,2.91,3.47,10.4,12.5
4.51,2.89,3.41,10.4,12.5
4.51,2.89,3.43,10.4,12.5
4.45,2.91,3.43,10.4,12.5
4.42,2.89,3.43,10.4,12.5
4.42,2.89,3.49,10.4,12.4
4.42,2.89,3.43,10.4,12.3
4.39,2.89,3.47,10.4,12.3
4.39,2.89,3.51,10.3,12.3
4.39,2.89,3.56,10.4,12.3
4.39,2.91,3.75,10.4,12.3
4.37,2.87,4.33,10.4,12.1
4.31,2.87,4.89,10.3,12.1
4.34,2.85,4.84,10.4,12.1
4.34,2.87,4.74,10.4,12.0
4.34,2.87,4.74,10.4,12.0
4.34,2.85,4.66,10.6,12.0
4.31,2.87,4.49,11.1,11.9
4.31,2.85,4.71,11.3,11.8
4.31,2.85,4.57,11.4,11.9
4.31,2.87,4.89,11.4,11.9
4.31,2.87,4.66,11.3,11.8
4.31,2.89,4.84,11.3,11.8
4.31,2.87,4.66,11.3,11.7
4.31,2.87,4.49,11.3,11.7
4.31,2.89,4.54,11.3,11.7
4.31,2.89,4.52,11.3,11.7
4.31,2.91,4.89,11.3,11.6
4.31,2.91,4.66,11.3,11.6
4.31,2.91,4.66,11.3,11.6
4.31,2.91,4.76,11.3,11.6
4.31,2.91,4.64,11.3,11.6
4.31,2.91,4.59,11.3,11.6
4.31,2.91,4.45,11.3,11.5
4.31,2.91,4.35,11.3,11.5
4.29,2.91,4.47,11.3,11.6
4.31,2.91,4.4,11.3,11.5
4.29,2.89,4.38,11.3,11.5
4.26,2.91,4.33,11.2,11.5
4.23,2.89,4.33,11.1,11.6
4.23,2.87,4.28,11.1,11.6
4.23,2.89,4.24,11.1,11.7
4.23,2.87,4.24,11.1,11.8
4.23,2.87,4.31,10.9,11.9
4.2,2.87,4.24,10.9,11.9
4.18,2.87,4.24,10.9,12.1
4.2,2.87,4.1,10.9,12.1
4.15,2.87,4.21,10.9,12.2
4.15,2.87,4.19,10.9,12.3
4.15,2.87,4.19,10.8,12.3
4.15,2.85,4.17,10.8,12.3
4.12,2.85,4.14,10.7,12.3
4.12,2.85,4.17,10.7,12.4
4.12,2.85,4.1,10.7,12.4
4.12,2.83,4.21,10.7,12.5
4.12,2.83,4.19,10.7,12.5
4.15,2.85,4.24,10.7,12.5
4.12,2.83,4.19,10.7,12.5
4.12,2.83,4.14,10.7,12.5
4.12,2.83,4.1,10.7,12.5
4.15,2.81,4.1,10.7,12.6
4.18,2.81,4.14,10.7,12.5
4.15,2.83,4.17,10.7,12.5
4.12,2.81,4.1,10.6,12.5
4.12,2.81,4.17,10.6,12.5
4.1,2.81,4.26,10.6,12.5
4.12,2.81,4.54,10.6,12.4
4.12,2.81,4.64,10.6,12.4
4.07,2.81,4.62,10.5,12.3
4.07,2.79,4.45,10.6,12.3
4.07,2.79,4.4,10.6,12.3
4.1,2.79,4.24,10.7,12.3
4.07,2.79,4.19,10.9,12.2
4.07,2.79,4.14,10.9,12.1
4.07,2.79,4.1,10.9,12.1
4.04,2.79,4.12,10.8,12.1
4.04,2.79,4.01,10.7,12.1
4.04,2.79,4.1,10.6,12.3
4.04,2.79,4.12,10.5,12.3
4.04,2.79,4.17,10.4,12.2
4.04,2.79,4.24,10.4,12.1
4.04,2.79,4.31,10.4,12.3
4.04,2.79,4.26,10.4,12.3
4.04,2.79,4.19,10.4,12.2
4.04,2.78,4.17,10.4,12.3
4.04,2.79,3.94,10.4,12.3
4.04,2.79,3.92,10.5,12.3
4.04,2.81,3.85,10.5,12.2
4.04,2.81,3.88,10.5,12.2
4.04,2.85,3.85,10.5,12.1
4.15,2.87,3.94,10.5,12.1
4.15,2.87,3.88,10.4,12.1
4.12,2.89,3.9,10.4,12.1
4.15,2.91,4.01,10.4,12.3
4.23,2.91,4.03,10.4,12.4
4.26,2.92,4.19,10.5,12.4
4.26,2.92,4.12,10.5,12.5
4.23,2.92,4.26,10.5,12.5
4.2,2.94,4.71,10.6,12.7
4.18,2.94,5.12,10.6,12.7
4.18,2.96,5.41,10.8,12.8
4.18,2.96,5.43,10.8,12.9
4.15,2.96,5.51,10.9,13.1
4.15,2.98,5.51,11.3,13.1
4.15,2.98,5.84,11.6,13.2
4.15,2.98,6.75,11.8,13.3
4.15,2.98,7.03,12.0,13.5
4.18,2.98,7.03,12.1,13.6
4.15,3.02,7.06,12.2,13.7
4.12,3.0,6.42,12.7,13.6
4.15,3.0,6.27,13.1,13.8
4.15,3.04,6.16,13.4,13.8
4.12,3.04,6.07,13.5,13.7
4.12,3.04,6.07,13.3,13.7
4.12,3.06,5.98,13.2,13.7
4.1,3.08,6.04,13.0,13.7
4.1,3.1,5.98,12.8,13.7
4.07,3.12,5.87,12.8,13.6
4.07,3.14,6.01,12.7,13.6
4.07,3.18,5.9,12.6,13.6
4.07,3.19,5.93,12.6,13.6
4.07,3.23,5.7,12.5,13.5
4.04,3.23,5.68,12.5,13.5
4.07,3.25,5.73,12.5,13.5
4.04,3.29,5.65,12.5,13.5
4.04,3.32,5.73,12.5,13.5
4.02,3.34,5.3,12.5,13.6
4.02,3.34,5.54,12.5,13.7
4.02,3.34,5.22,12.4,13.8
4.02,3.38,5.25,12.4,14.0
4.02,3.4,5.46,12.3,14.3
3.97,3.42,5.07,12.3,14.6
3.97,3.46,5.25,12.2,14.8
3.97,3.48,5.04,12.1,15.1
3.97,3.52,5.07,12.1,15.4
3.97,3.54,4.91,12.1,15.5
3.97,3.56,5.01,12.0,15.6
3.97,3.59,4.89,12.0,15.7
3.94,3.61,4.86,12.0,15.7
3.94,3.63,4.81,11.9,15.7
3.94,3.63,4.76,11.9,15.7
3.94,3.69,4.74,11.9,15.6
3.94,3.69,4.74,11.9,15.5
3.94,3.71,4.69,11.8,15.4
3.94,3.74,4.64,11.8,15.3
3.91,3.76,4.59,11.8,15.2
3.89,3.78,4.57,11.7,15.2
3.91,3.78,4.52,11.7,15.1
3.89,3.78,4.54,11.7,15.0
3.89,3.78,4.49,11.7,15.0
3.86,3.76,4.35,11.7,14.9
3.86,3.76,4.4,11.7,14.8
3.86,3.74,4.38,11.6,14.7
3.86,3.71,4.35,11.6,14.6
3.86,3.69,4.31,11.5,14.6
3.84,3.69,4.31,11.5,14.5
3.81,3.67,4.24,11.4,14.4
3.81,3.65,4.26,11.4,14.4
3.78,3.63,4.26,11.3,14.3
3.78,3.61,4.19,11.3,14.2
3.76,3.56,4.19,11.3,14.2
3.76,3.54,4.14,11.1,14.1
3.76,3.54,4.14,11.1,14.0
3.76,3.52,4.1,11.1,14.0
3.73,3.48,4.08,11.1,14.0
3.73,3.46,4.01,10.9,13.8
3.71,3.44,4.01,10.9,13.8
3.68,3.42,3.99,10.9,13.8
3.68,3.4,3.94,10.8,13.7
3.68,3.38,3.94,10.7,13.7
3.68,3.36,3.94,10.6,13.6
3.66,3.34,3.88,10.6,13.6
3.66,3.34,3.83,10.5,13.5
3.68,3.32,3.79,10.5,13.5
3.66,3.29,3.79,10.4,13.4
3.63,3.27,3.72,10.4,13.4
3.61,3.25,3.7,10.4,13.3
3.61,3.25,3.64,10.2,13.3
3.61,3.23,3.6,10.2,13.2
3.61,3.21,3.58,10.2,13.2
3.58,3.19,3.56,10.0,13.2
3.58,3.19,3.58,9.98,13.1
3.58,3.18,3.49,9.98,13.1
3.58,3.18,3.49,9.92,13.0
3.58,3.16,3.47,9.8,12.9
3.58,3.14,3.43,9.8,12.9
3.56,3.14,3.43,9.8,12.8
3.58,3.12,3.51,9.74,12.7
3.58,3.12,3.41,9.74,12.6
3.56,3.12,3.43,9.61,12.6
3.56,3.1,3.43,9.61,12.5
3.58,3.08,3.41,9.61,12.5
3.58,3.08,3.51,9.55,12.4
3.58,3.06,3.41,9.55,12.3
3.58,3.06,3.51,9.55,12.3
3.58,3.06,3.45,9.55,12.1
3.58,3.04,3.41,9.55,12.1
3.58,3.04,3.43,9.55,12.0
3.56,3.04,3.49,9.55,11.9
3.53,3.0,3.47,9.55,11.9
3.53,3.0,3.49,9.55,11.8
3.53,3.0,3.56,9.55,11.8
3.51,3.0,3.6,9.55,11.7
3.51,2.98,3.49,9.55,11.7
3.48,2.98,3.64,9.49,11.6
3.46,2.98,3.62,9.55,11.5
3.46,2.98,3.41,9.49,11.4
3.46,2.98,3.64,9.49,11.4
3.46,2.96,3.56,9.49,11.3
3.43,2.94,3.62,9.49,11.3
3.43,2.94,3.41,9.49,11.3
3.43,2.94,3.68,9.38,11.2
3.43,2.94,3.53,9.43,11.1
3.43,2.94,3.68,9.43,11.1
3.43,2.92,3.7,9.38,11.0
3.41,2.92,3.56,9.38,11.0
3.41,2.92,3.72,9.38,10.9
3.41,2.92,3.58,9.38,10.9
3.41,2.92,3.64,9.38,10.9
3.38,2.92,3.6,9.38,10.9
3.38,2.92,3.58,9.38,10.8
3.38,2.92,3.62,9.38,10.8
3.38,2.91,3.6,9.38,10.8
3.38,2.91,3.56,9.38,10.8
3.36,2.89,3.64,9.38,10.8
3.36,2.87,3.62,9.38,10.8
3.36,2.87,3.53,9.38,10.8
3.36,2.87,3.58,9.32,10.8
3.38,2.87,3.56,9.32,10.8
3.38,2.85,3.58,9.32,10.8
3.36,2.85,3.58,9.32,10.7
3.36,2.85,3.6,9.32,10.7
3.38,2.85,3.58,9.32,10.7
3.38,2.85,3.56,9.26,10.7
3.38,2.83,3.58,9.32,10.7
3.36,2.81,3.58,9.26,10.6
3.36,2.81,3.62,9.26,10.6
3.33,2.81,3.6,9.26,10.6
3.33,2.79,3.56,9.26,10.6
3.33,2.79,3.6,9.2,10.6
3.33,2.79,3.58,9.2,10.6
3.33,2.79,3.56,9.2,10.6
3.33,2.79,3.49,9.2,10.6
3.31,2.79,3.51,9.2,10.5
3.31,2.79,3.53,9.14,10.5
3.31,2.79,3.49,9.14,10.5
3.31,2.78,3.49,9.14,10.5
3.31,2.78,3.43,9.14,10.5
3.31,2.78,3.41,9.08,10.5
3.26,2.78,3.41,9.08,10.5
3.26,2.76,3.41,9.08,10.5
3.26,2.74,3.37,9.08,10.5
3.26,2.74,3.39,9.02,10.5
3.26,2.72,3.41,8.97,10.5
3.26,2.72,3.41,8.97,10.5
3.26,2.72,3.39,8.97,10.4
3.26,2.72,3.39,8.91,10.4
3.24,2.72,3.37,8.91,10.4
3.24,2.72,3.35,8.85,10.4
3.24,2.7,3.39,8.85,10.4
3.24,2.7,3.35,8.79,10.3
3.24,2.69,3.35,8.79,10.3
3.24,2.69,3.37,8.79,10.3
3.21,2.69,3.35,8.74,10.3
3.21,2.67,3.33,8.74,10.3
3.19,2.67,3.31,8.74,10.3
3.19,2.67,3.29,8.74,10.3
3.21,2.67,3.27,8.74,10.3
3.19,2.67,3.25,8.74,10.3
3.19,2.67,3.21,8.68,10.3
3.19,2.67,3.19,8.68,10.3
3.19,2.67,3.19,8.68,10.2
3.19,2.67,3.21,8.62,10.2
3.17,2.67,3.13,8.57,10.2
3.17,2.67,3.13,8.57,10.2
3.17,2.65,3.13,8.51,10.2
3.17,2.65,3.15,8.51,10.2
3.17,2.65,3.1,8.51,10.2
3.17,2.65,3.11,8.51,10.1
3.17,2.65,3.06,8.45,10.1
3.14,2.63,3.04,8.4,10.1
3.17,2.63,3.06,8.4,10.0
3.17,2.62,3.08,8.34,10.0
3.14,2.62,3.06,8.34,9.98
3.17,2.62,3.02,8.34,9.94
3.17,2.62,3.02,8.34,9.89
3.19,2.62,3.0,8.34,9.89
3.17,2.62,2.98,8.29,9.85
3.17,2.62,2.94,8.29,9.85
3.17,2.62,2.94,8.29,9.81
3.17,2.62,2.94,8.29,9.77
3.17,2.62,2.94,8.29,9.77
3.17,2.62,2.94,8.23,9.77
3.17,2.62,2.96,8.23,9.72
3.17,2.6,2.93,8.23,9.72
3.17,2.6,3.04,8.23,9.72
3.17,2.6,2.98,8.18,9.72
3.14,2.6,3.02,8.18,9.68
3.17,2.6,3.0,8.18,9.64
3.14,2.6,3.04,8.18,9.64
3.14,2.6,3.06,8.18,9.6
3.14,2.6,2.98,8.18,9.6
3.14,2.6,3.08,8.18,9.6
3.12,2.6,3.15,8.18,9.55
3.1,2.6,3.06,8.18,9.55
3.1,2.6,3.08,8.18,9.51
3.1,2.6,3.02,8.18,9.47
3.1,2.6,3.1,8.23,9.43
3.1,2.6,3.15,8.18,9.43
3.07,2.6,3.04,8.23,9.43
3.1,2.6,3.13,8.18,9.39
3.1,2.6,3.21,8.18,9.39
3.1,2.58,3.21,8.18,9.39
3.1,2.58,3.21,8.18,9.34
3.1,2.58,3.25,8.18,9.34
3.07,2.58,3.21,8.18,9.3
3.07,2.56,3.17,8.23,9.3
3.07,2.56,3.19,8.23,9.3
3.05,2.56,3.21,8.23,9.26
3.03,2.56,3.19,8.23,9.26
3.05,2.56,3.23,8.23,9.26
3.05,2.56,3.21,8.23,9.22
3.03,2.56,3.21,8.29,9.18
3.03,2.56,3.21,8.23,9.18
3.03,2.56,3.17,8.23,9.18
3.0,2.55,3.21,8.23,9.18
3.0,2.55,3.21,8.23,9.18
3.0,2.55,3.21,8.23,9.14
3.0,2.55,3.21,8.23,9.14
3.0,2.55,3.19,8.23,9.14
3.0,2.55,3.21,8.23,9.14
3.0,2.55,3.25,8.18,9.14
3.0,2.55,3.25,8.18,9.14
3.0,2.53,3.27,8.18,9.14
3.0,2.53,3.25,8.18,9.14
3.0,2.53,3.27,8.18,9.14
3.0,2.53,3.25,8.18,9.14
3.0,2.53,3.25,8.18,9.14
2.98,2.53,3.21,8.18,9.14
2.98,2.53,3.21,8.18,9.14
2.98,2.53,3.15,8.18,9.14
2.98,2.51,3.13,8.18,9.14
2.98,2.49,3.19,8.18,9.14
2.98,2.49,3.15,8.18,9.14
2.98,2.49,3.13,8.18,9.14
2.96,2.49,3.19,8.18,9.14
2.96,2.49,3.15,8.12,9.14
2.98,2.49,3.13,8.12,9.14
2.96,2.48,3.13,8.07,9.14
