race,sex,LSAT,UGPA,region_first,ZFYA,sander_index,first_pf
White,1,48,4.2,FW,1.73,1,1
White,1,48,3.9,FW,0.02,0.971428571,1
White,2,46,3.9,FW,0.02,0.946428571,1
White,2,47,4,FW,1.67,0.968452381,1
White,2,38,3.4,SE,0.88,0.798809524,1
White,2,42,3.6,FW,-0.21,0.867857143,1
Puertorican,1,34,3.5,FW,-2.09,0.758333333,0
White,2,46,3.8,FW,1.43,0.936904762,1
Black,2,39,3.2,FW,-0.62,0.792261905,1
White,1,42,3.9,GL,-0.21,0.896428571,1
Black,1,37,3.5,FW,-1.74,0.795833333,0
Puertorican,1,37,3.6,NE,-0.56,0.805357143,1
White,1,48,3.6,SE,0.44,0.942857143,1
White,1,47,3.7,NE,1.17,0.939880952,1
Black,1,39,3.4,FW,-0.86,0.811309524,1
White,1,40.5,3.7,FW,-0.42,0.858630952,1
White,1,48,3.8,FW,0.17,0.961904762,1
White,2,48,3.8,NE,1.61,0.961904762,1
White,2,44,3.6,SC,1.29,0.892857143,1
White,1,39,4,FW,-1.21,0.868452381,1
White,2,32,2.9,SE,-0.82,0.676190476,1
White,2,46,3.9,NE,-0.42,0.946428571,1
Asian,1,46,3.5,FW,-0.3,0.908333333,1
Asian,2,46,3.7,NE,-0.18,0.927380952,1
White,1,45,3.7,NE,-0.18,0.914880952,1
White,2,44,3.8,FW,-1.53,0.911904762,1
White,1,46,3,FW,0.52,0.860714286,1
White,2,48,3.8,NE,0.85,0.961904762,1
Black,1,25,3.1,SC,-0.65,0.607738095,1
White,1,46,3.9,NE,0.55,0.946428571,1
White,2,48,3.7,FW,0.55,0.952380952,1
Mexican,2,41,3.6,SC,-0.65,0.855357143,0
Mexican,2,41,3.6,FW,0.05,0.855357143,1
Black,1,41,3.2,MS,-1.62,0.817261905,1
Puertorican,2,46,3,FW,-0.53,0.860714286,1
White,1,48,3.8,FW,0,0.961904762,1
White,2,36,3.2,SE,0.51,0.754761905,1
Mexican,1,42,3.2,FW,-0.56,0.829761905,1
Mexican,2,42,3.4,FW,-1.12,0.848809524,1
White,2,45,3.6,FW,1.11,0.905357143,1
White,1,48,3.6,MS,1.52,0.942857143,1
White,1,47,3.9,FW,0.49,0.958928571,1
White,1,46,3.4,FW,-0.15,0.898809524,1
Mexican,2,40,3.3,FW,-1.21,0.814285714,1
Asian,2,46,3.7,FW,-1.06,0.927380952,1
White,2,48,3.8,FW,1.55,0.961904762,1
Asian,1,48,3.6,NE,0.08,0.942857143,1
White,2,37,3.3,SE,-0.17,0.776785714,1
Mexican,1,40,3.5,NG,0.79,0.833333333,1
Puertorican,1,38,3.1,NE,-1.47,0.770238095,1
Asian,1,48,3.8,FW,0.67,0.961904762,1
Asian,1,46,3.5,FW,-0.12,0.908333333,1
Asian,2,42,3.3,FW,-0.24,0.839285714,0
Puertorican,1,37.5,3.3,FW,-0.91,0.783035714,1
White,1,45,3.8,FW,-0.12,0.924404762,1
Mexican,2,43,3.3,FW,-0.94,0.851785714,1
Black,1,44,3.2,FW,-0.7,0.854761905,1
White,2,37,3.5,SE,-0.82,0.795833333,1
Black,2,25,3.2,SC,-1.42,0.617261905,1
White,2,32,3.7,SE,-0.77,0.752380952,1
White,1,31,3.5,SE,0.83,0.720833333,1
White,1,32,3.7,SE,0.14,0.752380952,1
White,1,34,3.6,SE,-0.68,0.767857143,1
White,2,35,3.3,SE,-1.48,0.751785714,1
White,1,34,3.8,SE,0.63,0.786904762,1
White,1,36,3.6,SE,0.14,0.792857143,1
White,2,37,3.6,SE,1.14,0.805357143,1
White,2,32,2.7,SE,1.45,0.657142857,1
White,2,31,3.9,SE,-0.28,0.758928571,1
White,1,37,3.7,SE,0.63,0.814880952,1
White,2,38,3.2,GL,0.71,0.779761905,1
White,2,30.5,3.7,SE,0.8,0.733630952,1
Black,2,32,2.5,SE,-2.93,0.638095238,1
White,2,38.5,3,SE,-0.34,0.766964286,1
White,2,37,2.6,SE,0.8,0.710119048,1
White,2,45,2.7,SE,0.8,0.819642857,1
Amerindian,2,43,3,SE,0.34,0.823214286,1
White,2,35,3.3,SE,-0.94,0.751785714,1
White,2,40,3.3,SE,0.57,0.814285714,1
White,2,46,3.5,SE,1.17,0.908333333,1
White,2,35,3.6,SE,-0.42,0.780357143,1
White,2,36,3.2,SE,0.32,0.754761905,1
White,1,45,3.5,SE,1.62,0.895833333,1
White,2,31,3.8,MS,-0.17,0.749404762,0
White,2,37,3.3,SE,0.6,0.776785714,1
White,2,41,2.8,SE,1.54,0.779166667,1
White,2,34,3.8,SE,-0.85,0.786904762,1
White,1,40,2.9,SE,0.03,0.776190476,1
Black,1,23,3,SE,-1.5,0.573214286,1
White,2,42,3,SE,-0.45,0.810714286,1
White,1,39,3.6,SE,-0.11,0.830357143,1
White,2,35.5,3,SE,1.88,0.729464286,1
White,1,33,3.8,SE,1.2,0.774404762,1
White,2,40,2.9,SE,1.45,0.776190476,1
White,2,37,3.4,SE,1.25,0.786309524,1
White,1,39,3.3,SE,0.49,0.801785714,1
White,1,33,3.7,SE,0.8,0.764880952,1
White,2,43,3.4,SE,1.11,0.861309524,1
White,2,39.5,3.2,SE,1.37,0.798511905,1
White,2,36,3.4,SE,0.77,0.773809524,1
White,2,31,2.8,SE,-0.25,0.654166667,1
White,1,37,3.5,SE,0.06,0.795833333,1
White,2,40,3.7,SE,0.51,0.852380952,1
White,1,35,3.6,GL,0.09,0.780357143,1
Black,1,31,3,SE,-0.94,0.673214286,1
White,2,36,3.2,SE,-0.28,0.754761905,1
White,2,35,3.1,SE,-0.25,0.732738095,1
White,1,37,3.6,SE,0.17,0.805357143,1
White,1,41,3.5,SE,0.46,0.845833333,1
White,2,36.5,2.9,SE,-0.03,0.732440476,1
White,2,38,3.2,SE,0.23,0.779761905,1
White,2,42,2.8,SE,-0.08,0.791666667,1
White,1,32.5,3.6,SE,0.63,0.749107143,1
White,1,28,3.1,SE,-0.91,0.645238095,1
White,2,43,3,SE,1.05,0.823214286,1
White,2,34,3.5,SE,-0.31,0.758333333,1
White,2,38,3,SE,0.14,0.760714286,1
White,1,42,3.9,SE,1.31,0.896428571,1
White,2,37,4,SE,1.4,0.843452381,1
White,1,37,3.4,SE,1.25,0.786309524,1
White,1,32,3.2,MS,0.32,0.704761905,1
Black,1,31,2.6,SE,-1.11,0.635119048,1
White,2,43,3.7,SE,0.37,0.889880952,1
White,1,34,3.6,SE,0.46,0.767857143,1
White,1,40,3.7,SE,0.77,0.852380952,1
White,2,36.5,3.6,SE,-0.85,0.799107143,1
White,2,42,2.6,SE,-0.94,0.772619048,1
White,2,36.5,3.1,SE,0.09,0.751488095,1
White,1,36,3.9,SE,-0.08,0.821428571,1
White,2,37,3.4,SE,0.32,0.786309524,1
White,2,37,2.9,SE,0.2,0.738690476,1
White,1,34,3.8,SE,0.43,0.786904762,1
White,2,33,3.6,SE,0,0.755357143,1
Black,1,20,3.4,SE,-2.41,0.573809524,0
White,2,36,3.1,SE,0.49,0.745238095,1
White,2,38,2.8,SE,-0.11,0.741666667,1
White,1,40,3.7,SE,1.31,0.852380952,1
White,2,33,2.2,SE,-1.93,0.62202381,1
White,2,43,2.8,SE,-0.59,0.804166667,1
White,1,34,3.4,SE,0.71,0.748809524,1
White,2,38,3.7,SE,0.88,0.827380952,1
White,2,39,2.9,SE,0.54,0.763690476,1
White,1,27.5,3.6,SE,-0.08,0.686607143,1
White,2,37,3.1,SE,0.88,0.757738095,1
White,1,43,3.4,SE,0.44,0.861309524,1
White,2,33,3.8,SE,-0.54,0.774404762,1
White,2,38,3,SE,-0.4,0.760714286,1
White,2,35,3.4,SE,0.63,0.761309524,1
White,1,42,3.9,MS,0.4,0.896428571,1
White,1,31.7,2.7,SE,-0.91,0.653392857,0
White,1,33,3.7,SE,-0.59,0.764880952,1
White,2,41,3.2,SE,1.82,0.817261905,1
White,1,35,3.5,SE,0.37,0.770833333,1
White,1,39,4,SE,-0.17,0.868452381,1
White,2,34,3.4,SE,-0.71,0.748809524,1
White,2,29,3.5,SE,0.12,0.695833333,1
White,1,32.5,3.6,SE,-0.51,0.749107143,1
White,2,38.5,3.7,SE,-0.57,0.833630952,1
Hispanic,2,40,3.5,SE,1.45,0.833333333,1
White,1,37,3,SE,-1.3,0.748214286,1
White,1,30,3.4,SE,-2.02,0.698809524,1
White,2,36,3.6,SE,0.69,0.792857143,1
White,2,39,3.1,SE,-0.28,0.782738095,1
White,1,33,3.5,SE,0.69,0.745833333,1
White,2,38,3,SE,0.66,0.760714286,1
White,2,37,3.5,SE,0.23,0.795833333,1
White,2,33.5,3.3,SE,-0.22,0.733035714,1
White,1,30.5,2.6,SE,-0.28,0.628869048,1
White,2,35,3.7,SE,-0.37,0.789880952,1
White,2,44,2.8,SE,-0.11,0.816666667,1
White,2,37,3.5,SE,0.2,0.795833333,1
White,2,37,3.1,SE,0.09,0.757738095,1
White,2,42,3.3,SE,1.31,0.839285714,1
White,1,35,3.4,SE,1.34,0.761309524,1
White,2,38,3.4,SE,-0.23,0.798809524,1
White,1,32,2.9,SE,-1.28,0.676190476,0
White,1,39,3.6,SE,0.03,0.830357143,1
White,2,42,3.1,SE,-0.11,0.820238095,1
White,1,46,3.8,SE,0.54,0.936904762,1
White,1,38,3.2,SE,-0.59,0.779761905,1
White,2,37,3.6,SE,0.8,0.805357143,1
White,1,35.5,3.9,SE,-0.2,0.815178571,1
White,2,37,2.8,SE,0.37,0.729166667,1
Other,1,32,3.5,SE,-0.88,0.733333333,1
White,2,38,3.3,SE,0.23,0.789285714,1
White,1,34,3.3,SE,0.94,0.739285714,1
White,2,40,3.2,SE,0,0.804761905,1
White,2,42,3.5,SE,1.11,0.858333333,1
White,2,33.5,3.4,SE,-0.22,0.742559524,1
White,1,43,3.3,SE,1.2,0.851785714,1
Black,1,30,3.5,SE,-1.25,0.708333333,1
White,2,38,3.2,SE,1.03,0.779761905,1
White,2,30.3,2.9,SE,-1.53,0.654940476,1
White,1,33,3.8,SE,-0.11,0.774404762,1
White,1,44,3.9,SE,1.71,0.921428571,1
White,2,36,3,SE,-0.71,0.735714286,1
White,2,37,3.3,SE,0.23,0.776785714,1
White,2,38,3.2,SE,0.97,0.779761905,1
White,2,45,2.9,SE,0.46,0.838690476,1
White,2,43,2.7,SE,-0.34,0.794642857,1
White,2,37,3.1,SE,1.11,0.757738095,1
White,2,43,3.2,SE,0.26,0.842261905,1
White,2,36,3.4,SE,0.71,0.773809524,1
White,2,43,2.6,SE,1.37,0.785119048,1
White,1,41,3.8,MS,0.43,0.874404762,1
White,2,41,2.9,SE,1.54,0.788690476,1
White,2,33,3.5,SE,0.32,0.745833333,1
Hispanic,1,36,3.2,MS,1.03,0.754761905,1
White,2,37,3.9,SE,1.45,0.833928571,1
White,1,38,3,SE,0.32,0.760714286,1
White,2,44,2.7,SE,-0.45,0.807142857,0
White,2,38,3.1,SE,-1.36,0.770238095,1
White,2,40,3.2,SE,0.32,0.804761905,1
White,2,37,3.8,SE,0.09,0.824404762,1
White,2,41,3.5,SE,-0.2,0.845833333,1
White,2,36,3.7,SE,-0.59,0.802380952,1
White,2,33.5,3.7,SE,-0.2,0.771130952,1
White,2,37,3.3,SE,1.22,0.776785714,1
White,2,31,3.7,SE,-0.37,0.739880952,1
White,1,44,3.2,SE,1.71,0.854761905,1
Black,1,38,3.3,MS,-2.22,0.789285714,1
White,2,32.5,3.4,MS,0.29,0.730059524,1
White,2,40,3.5,MS,0.35,0.833333333,1
White,1,42,3.7,MS,0.42,0.877380952,1
White,2,40,3.1,MS,0.42,0.795238095,1
Other,1,39,3.9,NE,-0.11,0.858928571,1
Black,1,33,3.1,MS,-0.45,0.707738095,0
White,1,36,4,MS,-0.3,0.830952381,1
Black,1,31,3.1,MS,-0.24,0.682738095,1
White,1,38,3.5,MS,-0.88,0.808333333,1
Amerindian,1,33,3,MS,-1.35,0.698214286,1
White,2,46,3.4,NE,1.4,0.898809524,1
White,1,40,3.8,MS,1.16,0.861904762,1
Black,1,41,2.7,MS,-0.03,0.769642857,1
White,1,40,3.4,MS,2.03,0.823809524,1
White,2,39,3.7,MS,-0.16,0.839880952,1
White,2,39,3.5,MS,0.69,0.820833333,1
White,1,30.5,3.8,FW,0.97,0.743154762,1
White,2,34,3.8,MS,0.21,0.786904762,1
White,1,38,3.5,MS,0.16,0.808333333,0
White,2,37.5,3.3,MS,-0.09,0.783035714,1
White,2,37,4,SE,0.35,0.843452381,1
White,2,43,3.3,MS,0.16,0.851785714,1
White,2,35.3,2.7,MS,-0.42,0.698392857,1
White,2,38,3.6,NE,0.97,0.817857143,1
White,1,41,3.3,MS,-0.86,0.826785714,1
White,1,38,3.6,NE,-0.64,0.817857143,1
White,1,41,3.4,MS,0.67,0.836309524,1
White,2,48,3.4,MS,2.08,0.923809524,1
White,1,40,3.7,MS,0.29,0.852380952,1
Asian,1,44,2.9,MS,0.57,0.826190476,1
Black,1,36,2.7,MS,-0.62,0.707142857,1
White,2,42,3.7,MS,0.89,0.877380952,1
White,1,43,3.7,MS,1.42,0.889880952,1
White,2,48,2.8,MS,0.72,0.866666667,1
White,1,36,3.8,MS,0.4,0.811904762,1
White,1,43,3.3,MS,0.65,0.851785714,1
White,2,38.5,3.5,MS,0.52,0.814583333,1
White,1,36,3.5,MS,-1.41,0.783333333,0
White,2,48,3.4,MS,0.14,0.923809524,1
White,1,40,3,MS,0.76,0.785714286,1
White,2,41,3.6,MS,-1.09,0.855357143,1
White,2,43,3.9,MS,1.06,0.908928571,1
White,1,39,3.5,MS,-0.52,0.820833333,1
White,2,39,3.8,GL,0.38,0.849404762,1
White,2,41,3.5,SE,0.27,0.845833333,1
White,2,38,3.2,MS,-1.22,0.779761905,1
White,1,39,3.4,MS,-0.73,0.811309524,1
White,1,42,3.7,MS,0.86,0.877380952,1
Black,1,30,3.8,MS,-1.96,0.736904762,0
White,2,47,3.2,MS,1.59,0.892261905,1
White,1,45,3.6,MS,0.21,0.905357143,1
White,2,46,3.8,SE,1.2,0.936904762,1
White,2,44,3.6,MS,0.5,0.892857143,1
White,2,48,2.8,MS,-1.88,0.866666667,1
Hispanic,1,42,3.7,MS,-1.81,0.877380952,1
White,2,39,3.5,MS,-1.43,0.820833333,1
Black,1,30,3,MS,-1.24,0.660714286,1
White,2,43,3.5,MS,-0.41,0.870833333,1
White,1,41,3.6,MW,0.93,0.855357143,1
White,2,42,3.5,MS,-0.71,0.858333333,1
White,1,40,3.6,MS,0.23,0.842857143,1
White,2,48,3.7,MS,1.2,0.952380952,1
White,2,33,3.8,MS,0.63,0.774404762,1
White,2,44,3.2,SE,-0.45,0.854761905,1
White,1,38,3.5,MS,0.4,0.808333333,1
Black,2,32,2.8,MS,-1.71,0.666666667,0
White,2,37,3.4,SE,-1.43,0.786309524,1
White,2,39,3.5,MS,-1.56,0.820833333,1
White,1,36,3.8,MS,-0.67,0.811904762,1
White,1,41,3.7,MS,2.67,0.864880952,1
White,2,43,3.7,MS,1.08,0.889880952,1
White,2,40,2.7,MS,-0.75,0.757142857,1
Black,2,31,2.9,NG,-0.77,0.663690476,1
White,1,38,3.5,MS,0.16,0.808333333,1
White,2,41,3.6,MS,0.35,0.855357143,1
White,1,36,3.7,MS,-0.75,0.802380952,1
White,1,41,3.4,SE,1.57,0.836309524,1
White,2,40,3.5,MS,0.76,0.833333333,1
White,2,42,3.4,MS,0.52,0.848809524,1
White,1,32,3.2,SE,0.04,0.704761905,0
White,2,42,2.8,SE,2.28,0.791666667,1
White,1,40,3.6,SE,-0.62,0.842857143,1
White,2,30,3.5,SE,-0.21,0.708333333,1
White,2,34,3.5,SE,-0.11,0.758333333,1
White,1,28,3.6,SE,1.07,0.692857143,1
White,1,31,3.3,SE,1.34,0.701785714,1
White,1,28,3.6,SE,0.92,0.692857143,1
White,2,34,3.4,SE,0.77,0.748809524,1
White,2,30,3.6,SE,0.71,0.717857143,1
White,1,33,3.2,SE,-1.11,0.717261905,0
White,1,34,3.5,SE,-0.81,0.758333333,1
White,1,28.5,3.5,SE,0.79,0.689583333,1
White,1,38,2.9,SE,-1.45,0.751190476,0
White,1,33,3.7,SE,0.45,0.764880952,1
White,1,33,2.9,SE,-0.85,0.688690476,0
White,2,40,3.8,SE,1.73,0.861904762,1
White,2,32.5,3.5,SE,1.11,0.739583333,1
White,2,33,2.8,SE,-0.91,0.679166667,0
White,2,25,3.7,MS,-0.42,0.664880952,0
Black,1,29,3.1,SE,-0.02,0.657738095,1
White,1,30,3.2,SC,2.01,0.679761905,1
White,2,37,3,SE,1.92,0.748214286,1
White,2,38,4,SE,1.43,0.855952381,1
White,2,37,3.4,SE,0.58,0.786309524,0
White,2,29,3.5,SE,-0.08,0.695833333,1
White,2,31,3.1,SE,-0.27,0.682738095,1
White,2,36,3,SE,-0.81,0.735714286,1
White,2,29,3.2,MS,-1.02,0.667261905,0
White,1,35,3.6,SE,-1.09,0.780357143,0
White,2,42,3.3,SE,0.77,0.839285714,1
White,1,35,3.7,SE,-0.27,0.789880952,1
White,2,28,3.2,SE,-0.17,0.654761905,0
White,2,40,3.2,SE,-0.06,0.804761905,1
White,1,34,3.2,MS,-0.62,0.729761905,1
White,2,36,3.3,SC,0.92,0.764285714,1
White,2,27,3.5,SE,-0.06,0.670833333,0
Black,2,29,3.6,SE,-0.77,0.705357143,0
White,1,29,3.5,SE,0.53,0.695833333,1
White,2,37,3.7,SE,0.98,0.814880952,1
White,2,31,3.2,SE,-1.45,0.692261905,0
White,1,34,3.2,SE,-0.15,0.729761905,1
White,2,37,2.8,SE,0.71,0.729166667,1
White,1,26.5,3.5,SE,-0.32,0.664583333,1
White,2,31,3.2,MW,-0.44,0.692261905,1
White,2,29,3.1,MW,-1.02,0.657738095,1
White,2,34,3.1,SE,-0.85,0.720238095,1
White,1,30.5,3.3,Mt,-0.2,0.695535714,0
White,1,40,3.7,MW,0.94,0.852380952,1
White,2,39,2.5,MW,1.88,0.725595238,1
White,2,34,2.7,MW,0.72,0.682142857,1
Asian,1,30,2.6,MW,-1.74,0.622619048,0
White,1,31,3.7,MW,1.01,0.739880952,1
White,2,30.5,3.4,MW,-0.1,0.705059524,1
Black,1,23.7,3,MW,-1.62,0.581964286,0
White,2,37,2.7,MW,-0.87,0.719642857,1
White,1,35,2.9,MW,-1.62,0.713690476,1
White,2,36,2.2,MW,0.17,0.65952381,1
White,2,31,3.2,MW,0.24,0.692261905,1
White,1,36,3.7,MW,0.12,0.802380952,1
Hispanic,2,28,2.3,GL,-0.15,0.569047619,1
White,2,32,3.1,MW,-0.49,0.695238095,1
White,2,28.7,3.2,GL,0.36,0.663511905,1
White,1,35,3.4,MW,-1.23,0.761309524,1
White,1,30.5,2.8,MW,-0.75,0.647916667,1
White,1,37,3.5,MW,-0.24,0.795833333,1
White,1,35,3.6,MW,0.67,0.780357143,1
White,1,31.5,3.5,MW,0.89,0.727083333,1
White,1,34,2.6,MW,-1.09,0.672619048,1
White,2,32,3.1,MW,-1.96,0.695238095,0
White,2,39,3.7,MW,1.4,0.839880952,1
White,2,34,3.1,MW,1.45,0.720238095,1
White,2,31,3.1,MW,0.07,0.682738095,1
White,1,33,3.1,MW,-0.99,0.707738095,0
White,2,33,2.9,SE,-0.32,0.688690476,1
White,1,36.5,3.3,MW,0.79,0.770535714,1
White,1,31,3.3,MW,0.17,0.701785714,1
Black,2,23,2.1,MW,-1.52,0.4875,0
White,2,37,3.1,MW,0.63,0.757738095,1
White,2,33,3,MW,1.93,0.698214286,1
White,2,25.5,3.8,MW,0.17,0.680654762,0
White,1,29,3.6,MW,0.94,0.705357143,1
White,2,32.5,3.6,Mt,0.72,0.749107143,1
Asian,2,28,3,MW,-0.27,0.635714286,1
White,1,35,3.1,MW,0.55,0.732738095,1
White,2,36,3,MW,0.63,0.735714286,1
White,1,32,3,MW,-1.26,0.685714286,1
White,1,33,3.9,MW,1.49,0.783928571,1
White,1,33,3.1,NW,0.34,0.707738095,1
Mexican,2,22,3.4,FW,-0.03,0.598809524,1
White,2,29,3.3,MW,1.76,0.676785714,1
White,1,34,3.1,MW,0.84,0.720238095,1
White,2,35,2.9,MW,-0.2,0.713690476,1
White,2,34,2.8,MW,-1.47,0.691666667,1
White,1,37,3.5,MW,1.71,0.795833333,1
White,2,33,3.1,MW,-0.49,0.707738095,1
White,1,34,2.9,MW,-0.03,0.701190476,1
Amerindian,1,31,3.3,MW,0.55,0.701785714,1
White,1,33,3.1,Mt,-0.8,0.707738095,0
White,2,36,3.5,MW,0.58,0.783333333,1
White,1,37,2.9,MW,1.18,0.738690476,1
White,2,35,3.9,MW,-0.36,0.808928571,1
Hispanic,2,25,3,MW,-1.14,0.598214286,0
White,1,33,3.2,MW,-1.09,0.717261905,1
White,2,31.5,2.9,MW,-0.49,0.669940476,1
White,1,33,3.2,MW,-0.53,0.717261905,1
White,2,32,3.3,MW,0.72,0.714285714,1
White,1,27.5,3.7,MW,-0.92,0.696130952,1
White,2,32,3.1,MW,0.55,0.695238095,1
White,1,37,3.8,MW,0.12,0.824404762,1
White,2,31.5,2.9,MW,-1.79,0.669940476,1
Black,1,27,2.5,MW,-0.27,0.575595238,1
White,1,34,3.2,MW,-0.97,0.729761905,0
White,2,35,3.1,MW,-0.05,0.732738095,1
Black,2,24,2.4,NE,-0.24,0.528571429,0
White,2,33,2.7,MW,-1.57,0.669642857,1
White,2,37,3.5,MW,-0.1,0.795833333,1
White,2,44,2,MW,1.71,0.74047619,1
Black,1,24.5,3,NE,-1.79,0.591964286,1
White,1,37,3.6,MW,0.84,0.805357143,1
White,1,35,3.3,SE,1.88,0.751785714,1
White,2,33,3.2,MW,0.02,0.717261905,1
White,2,31,3.4,MW,0.19,0.711309524,1
White,1,36,3.1,MW,1.37,0.745238095,1
White,2,33,3.3,MW,0.5,0.726785714,1
White,1,35,2.3,MW,-0.1,0.656547619,1
White,2,33,3.3,Mt,0.5,0.726785714,1
White,2,34,3,MW,-2.51,0.710714286,1
White,1,35,3.5,MW,0.24,0.770833333,1
White,1,35,2.7,MW,0.34,0.694642857,1
White,1,37,3.6,Mt,0.55,0.805357143,1
White,1,31,2.8,MW,0.63,0.654166667,1
White,2,29,3.1,MW,-0.58,0.657738095,0
White,2,35,2.9,MW,0.5,0.713690476,1
White,2,34,2.7,MW,0.46,0.682142857,1
Puertorican,2,29,2.4,MW,-0.2,0.591071429,0
White,2,35,3,MW,-0.92,0.723214286,1
White,1,34,3.4,Mt,-1.4,0.748809524,1
White,2,34,2.9,MW,0.77,0.701190476,1
White,1,42,4,MW,1.71,0.905952381,1
White,2,47,3.2,MW,1.23,0.892261905,1
White,1,30.5,3.3,MW,0.36,0.695535714,1
White,2,30,3.7,MW,1.23,0.727380952,1
White,1,27,3.7,MW,-0.1,0.689880952,1
White,2,44,3.8,MW,2.22,0.911904762,1
White,1,35,3.6,MW,0.29,0.780357143,1
White,2,38,3.1,MW,0.55,0.770238095,1
White,2,29.5,3.1,MW,-1.26,0.663988095,0
White,2,34,3.3,MW,0.46,0.739285714,1
White,2,31,3.3,Mt,-0.36,0.701785714,1
Hispanic,2,36,3,SE,-0.65,0.735714286,1
White,2,35,3,MW,0.02,0.723214286,1
White,2,32,3,MW,0.29,0.685714286,1
White,1,35,2.7,Mt,1.53,0.694642857,1
Other,2,27,2.8,FW,0.14,0.604166667,1
White,2,34,3.9,Mt,1.99,0.796428571,1
White,2,41,3.7,Mt,1.09,0.864880952,1
White,2,41,3.2,FW,0.92,0.817261905,1
White,2,38,3,Mt,1.21,0.760714286,1
White,2,30.5,2.8,Mt,-0.76,0.647916667,0
White,2,33,2.9,Mt,-0.6,0.688690476,1
Mexican,2,32,2.6,Mt,-0.04,0.647619048,0
White,1,30,3.7,Mt,0.36,0.727380952,1
White,2,39,1.9,Mt,-0.14,0.668452381,1
White,2,33,3.5,Mt,0.84,0.745833333,1
White,2,28,2.9,Mt,0.86,0.626190476,1
White,2,37,2.9,Mt,-0.1,0.738690476,1
White,2,47,3.7,Mt,2.37,0.939880952,1
White,2,33,3.3,Mt,0.48,0.726785714,1
Asian,2,31,3.1,Mt,-1.12,0.682738095,1
Amerindian,2,40,2.6,Mt,-0.1,0.747619048,1
White,1,33,2.8,Mt,-0.76,0.679166667,1
Asian,2,34,2.5,NE,-1.14,0.663095238,0
White,2,39,2,Mt,0.6,0.67797619,1
White,2,33,2.8,Mt,0.34,0.679166667,1
White,1,27,3.4,Mt,0.14,0.661309524,1
White,2,40,3.2,Mt,1.13,0.804761905,1
White,2,41,3.8,MS,0.62,0.874404762,1
Mexican,2,29.5,3,FW,0.04,0.654464286,0
White,2,30,3.5,Mt,-0.6,0.708333333,1
White,2,28,3,Mt,-0.3,0.635714286,0
White,2,25,3.3,FW,1.21,0.626785714,1
White,2,30,3.2,Mt,2.01,0.679761905,1
White,2,36,3.2,Mt,1.31,0.754761905,1
White,2,27,3.7,Mt,-0.42,0.689880952,1
Mexican,1,33,2.5,FW,-0.98,0.650595238,1
White,2,33,3,Mt,0.14,0.698214286,1
White,2,29,3.4,Mt,-0.58,0.686309524,0
White,2,31,3.2,Mt,-0.96,0.692261905,1
Asian,1,35,2.8,Mt,-0.12,0.704166667,1
White,2,39,3.3,MW,-0.58,0.801785714,1
White,1,34,2.2,Mt,0.38,0.63452381,1
White,1,33,3.7,Mt,-0.44,0.764880952,1
White,2,25,2.6,Mt,0.26,0.560119048,1
White,1,34,2.9,Mt,1.31,0.701190476,1
Amerindian,2,30,2.6,Mt,-0.5,0.622619048,1
Asian,2,29,3,FW,0.16,0.648214286,1
White,2,25,3.6,Mt,-0.64,0.655357143,0
White,2,36,2.6,Mt,-0.72,0.697619048,1
White,1,33,2.6,Mt,-0.86,0.660119048,1
White,1,37,3.3,Mt,1.04,0.776785714,1
White,1,31,3.2,Mt,-0.6,0.692261905,0
White,2,34,3.1,Mt,-0.1,0.720238095,1
White,1,25,2.8,Mt,0.1,0.579166667,1
White,2,42,2.7,Mt,0.74,0.782142857,1
White,2,39,2.7,Mt,0.82,0.744642857,1
White,1,32,3.6,Mt,0.34,0.742857143,1
White,1,26,3.1,Mt,0.1,0.620238095,0
White,2,31,3.2,Mt,0.78,0.692261905,1
White,1,36,3.7,Mt,2.11,0.802380952,1
White,2,35.5,2.8,Mt,0.16,0.710416667,1
White,1,25,3.5,Mt,-0.26,0.645833333,0
White,1,34,3.9,Mt,0.84,0.796428571,1
White,1,29,3,Mt,-0.24,0.648214286,1
Hispanic,2,28,2.7,Mt,-1.22,0.607142857,0
White,1,20,3.2,Mt,-0.2,0.554761905,0
White,2,32.5,3.3,Mt,-0.48,0.720535714,1
White,2,23,3.3,Mt,0.38,0.601785714,1
White,1,33,3.7,Mt,0.62,0.764880952,0
White,2,39,3.5,Mt,2.85,0.820833333,1
White,1,32,3.6,Mt,0.64,0.742857143,1
White,2,33,2.3,Mt,0.04,0.631547619,1
White,2,42,2.5,Mt,1.63,0.763095238,1
White,2,30,3.2,Mt,0.24,0.679761905,1
White,2,35,3.5,Mt,-0.98,0.770833333,0
White,2,29.5,2.7,Mt,-0.54,0.625892857,0
White,2,31,3.2,Mt,0.3,0.692261905,1
White,2,36,3,Mt,-0.16,0.735714286,1
White,1,39,3.6,Mt,1.41,0.830357143,1
White,2,38,3.3,Mt,0.5,0.789285714,1
Mexican,2,31,2.6,Mt,0.54,0.635119048,1
White,2,41,3,Mt,0.82,0.798214286,1
White,1,39,3.5,Mt,0.28,0.820833333,1
White,1,34,3.5,Mt,0.86,0.758333333,1
White,2,25,2.7,Mt,-0.02,0.569642857,1
Mexican,1,35,3.2,FW,-0.66,0.742261905,1
White,1,38,3.7,FW,-0.96,0.827380952,1
Asian,2,46,3.6,FW,-0.19,0.917857143,1
White,2,47,4,SC,1.71,0.968452381,1
